ID,Year,UA,obesity,popCount,10301,"Violent crime - violence offences per 1,000 population",22401,90356,90360,90637,92309,92310,92899,92924,93111,93350,93351
422,2015,EE38,168,888,4.903579526,21.98132906,2680.715159,6.330612594,16.58092789,1.906102501,22.20976272,14.99481093,19.06030144,8.180770127,7.963257851,18.12315007,428.8759843
423,2016,EE38,189,913,4.966983747,28.09390496,2464.36749,7.587182681,18.52826503,2.110164353,22.30382803,14.99164129,21.11857128,9.601175525,8.954971487,31.64822707,415.8064773
424,2017,EE38,198,1069,5.107110377,31.50152889,2096.533075,7.882916212,30.17198917,2.399549585,22.41123803,15.00787156,15.87330298,10.13087468,9.430589251,28.69915013,457.8417363
425,2011,EE39,132,829,4.764239558,4.097765494,2223.94521,9.942424806,10.89388259,0.208225586,22.14381981,16.72963297,22.4464873,10.96817691,9.076405809,19.24176546,490.8979447
426,2012,EE39,123,754,4.72642781,3.970641307,2275.41517,8.325649795,28.68488299,0.229998513,22.18114539,17.1423972,22.04811249,9.743115112,10.0883585,26.66530396,450.9245418
427,2013,EE39,132,829,4.201631572,3.5387665,2436.039895,7.843205017,5.424523014,0.339067646,22.232064,17.44976476,22.4464873,9.840029766,9.774653165,29.81776552,470.1131054
428,2014,EE39,122,896,4.213405124,6.72665856,2243.146472,6.992853181,28.62240241,0.51281769,22.27042366,17.68998665,18.86111403,9.269343788,11.17114788,1.140534599,464.1270717
429,2015,EE39,132,896,4.168891685,9.268141497,2192.974211,6.268193855,21.42064559,0.748409328,22.28992648,17.7664408,16.9688337,8.618400362,12.81051123,24.32638087,465.39079
430,2016,EE39,140,940,4.21396539,10.9537367,2367.123628,7.981494055,17.61255489,0.82390497,22.30237585,17.90882448,16.33807359,9.878189911,14.1159302,17.51299622,476.5314638
431,2017,EE39,150,993,4.428318973,13.46850456,2330.007342,8.671538959,36.47714414,1.350172086,22.34555858,18.0236013,18.76152033,10.3306602,14.69274323,23.4111501,519.8636968
432,2012,EE40,110,585,5.301660623,6.54321242,1940.353364,7.745486168,13.06111889,0.367424455,19.27758763,21.27897735,25.13551725,8.993237977,6.344133548,39.37684249,543.7745759
433,2013,EE40,111,658,4.359286047,6.202051021,1906.619925,8.132150759,3.997661582,0.462223107,19.08077901,22.1996384,22.6456747,9.861532705,6.627480301,34.39391939,538.2873783
434,2014,EE40,87,567,4.195727646,8.411863567,1780.159897,9.000555569,23.0724142,0.794439454,18.75496744,22.87151165,22.6456747,9.576644003,7.629313464,16.19099622,452.7203519
435,2015,EE40,135,668,4.066294498,10.76921602,1787.257061,8.343350296,6.260506552,1.054901989,18.63803374,23.44754527,25.26830885,9.430363447,7.760867313,6.835303859,430.073191
436,2013,EE41,148,922,4.469811341,8.098010418,1916.124652,8.559862393,10.57854189,0.73353227,19.85271036,21.74322658,17.66598961,10.02346094,6.799512259,14.97068852,366.321932
437,2014,EE41,154,1015,4.277234623,9.699710228,1736.794449,10.78143214,36.14719968,1.290990351,19.62435265,22.40791191,21.64973769,9.938862523,7.204293334,8.462380791,365.1912367
438,2015,EE41,147,983,4.182348255,14.17316907,1607.445636,10.09106749,2.266792942,1.713750525,19.27215225,22.89493445,24.00678863,9.004443734,7.31560813,18.428227,379.4912061
439,2016,EE41,141,933,4.168591335,16.37704146,1687.811123,9.460161706,9.131659347,1.651434742,19.06192403,23.4162132,18.82791613,9.654781443,8.661505207,9.174226949,395.6534972
440,2017,EE41,139,964,4.372428292,17.64292624,1560.98173,9.164428176,32.12815128,2.102758503,18.88937927,23.79117984,17.2676148,9.344048834,10.12883661,21.47899624,402.5041802
441,2011,EE42,101,748,4.836411322,4.602601952,1643.77033,10.88998522,31.43625546,0.322372845,22.43406806,16.98163535,16.57045889,9.754623727,9.228198713,22.49591933,443.3754882
442,2013,EE42,96,735,4.024326861,4.448782051,2164.635591,8.370901058,24.92944076,0.494513746,22.23276974,18.28731033,12.58671082,9.868195588,9.835370326,16.29268852,436.5580609
443,2014,EE42,116,864,4.053002464,5.989942413,1866.507305,9.553970098,29.65188127,0.820694295,22.10561737,18.58905287,19.25948884,9.459841655,10.46278099,12.3266885,451.0908205
444,2015,EE42,144,880,3.925364256,7.626360228,2003.500262,8.831236893,23.76436255,0.771387187,22.05048764,18.86244504,19.45867625,8.823839238,10.55385674,11.20807311,464.1935832
445,2016,EE42,125,951,3.87174287,9.335135453,1817.336513,8.671538959,36.68848174,1.051938999,22.05274949,19.13473814,18.42954133,9.55352582,10.40206383,22.08915009,528.4104227
446,2012,EE43,252,1661,5.183032403,9.155225868,2013.799098,7.103203809,15.02068498,0.517123009,20.57100479,17.45969654,14.97695966,9.672347224,7.163815227,20.46207316,437.8882906
447,2014,EE43,284,1789,4.213227613,11.77268035,1845.12028,6.755635251,35.69070185,1.128204933,20.40775041,18.41907368,18.66192663,10.06545729,8.266843658,7.038688476,446.8673412
448,2015,EE43,294,1828,4.062590828,15.08624292,1822.189525,6.081165711,11.40110234,1.165715222,20.48758121,18.61122088,17.83197912,10.23101982,8.772820003,11.0046885,444.4729277
449,2016,EE43,308,1887,4.307982586,17.74759929,1656.827826,7.784338368,20.14172136,1.577007751,20.66529822,18.72930819,15.01015756,10.37306036,9.72405553,16.49607314,469.0156659
450,2017,EE43,276,1795,4.448978441,21.58769648,1881.334682,7.981494055,19.43726561,2.34822056,20.81243016,18.77846648,15.27574077,10.09695455,10.69553011,16.59776545,466.7542754
451,2012,EE44,175,1112,4.657845445,6.318577134,2142.775531,8.230642559,27.70616216,0.471601516,21.52785751,17.47401586,18.26355182,9.524451424,7.02214185,21.88576548,471.2438007
452,2013,EE44,136,1147,4.047076038,6.100726434,2227.525135,8.097326887,17.10383375,0.460825741,21.48378584,17.81939455,17.86517702,9.691326344,6.910827054,25.03822703,483.9807502
453,2014,EE44,164,1267,4.126287629,7.502778141,2550.821997,7.907134428,50.37365386,0.856285802,21.48514396,18.02350047,17.66598961,9.219473122,7.639432991,32.15668861,461.499868
454,2015,EE44,172,1248,4.043842497,11.38974735,2427.489177,7.228433489,4.933909008,1.041739659,21.40095293,18.29531398,12.91868982,8.338761204,8.408517034,29.00422705,485.942839
455,2017,EE44,191,1373,4.272636639,15.90288823,2296.604115,8.671538959,32.56615461,1.400708369,21.39658287,18.5859545,22.4464873,9.986815086,9.592501681,29.20761167,521.7592741
456,2011,EE45,133,991,5.021348033,8.297163528,1955.050407,9.369275484,13.61296269,0.654197424,20.28414434,18.86547915,15.87330298,9.383521365,7.143576173,15.17407313,368.7496012
457,2012,EE45,155,1014,5.118342171,7.833824249,2122.770984,8.078303569,16.97017318,0.757453871,20.13190691,19.76469912,14.18021005,9.259450417,7.791225894,19.34345777,352.6205659
458,2013,EE45,183,1040,4.464640334,8.098010418,1968.205317,8.220245591,-1.066215785,0.73353227,19.95507655,20.37850608,14.47899115,9.848711704,8.307321766,18.428227,368.7828569
459,2014,EE45,160,1076,4.268642765,9.699710228,2133.752778,9.159607902,36.67819623,1.290990351,19.84469671,20.9505095,13.28386673,9.561602041,9.127003444,20.15699624,362.3977543
460,2015,EE45,176,1081,4.259700719,14.17316907,1920.124535,8.474666566,24.97124547,1.713750525,19.710474,21.3222899,14.14701215,8.927517727,9.025808175,20.15699624,399.4779076
461,2016,EE45,170,1070,4.351058877,16.37704146,2156.902144,8.868694646,32.72443243,1.651434742,19.8003835,21.67062892,16.40446939,9.757147546,9.228198713,21.47899624,418.699727
462,2011,EE46,331,1765,5.891062232,11.45192509,1516.985163,6.804321287,19.23723585,0.951192568,22.36842652,15.94774059,18.96070774,10.56830301,6.597121721,20.36038085,425.5836657
463,2012,EE46,303,1829,5.864997574,11.28164468,1530.586704,5.965287844,23.19103234,0.593501472,22.35224707,16.45250163,19.35908254,9.827410671,6.718556043,33.68207323,431.4366765
464,2013,EE46,327,1856,4.780205927,12.3209125,1665.675051,6.926900965,20.40290756,1.104783463,22.38592232,16.70690475,19.45867625,10.41212908,6.495926452,30.12284244,447.5989675
465,2014,EE46,390,2084,4.586812601,14.03014282,1528.817533,6.231116201,20.5813543,1.341998284,22.25497897,16.87958529,20.75339437,10.03739242,7.02214185,24.6314578,397.6820975
466,2015,EE46,383,2087,4.4380264,18.94955114,1696.277261,5.571738049,8.645698823,1.588644534,22.31946133,16.93447656,21.28456078,9.788341951,7.973377378,31.85161168,420.1297239
467,2016,EE46,451,2235,4.686132962,21.66948632,1620.589295,7.685760525,27.60477368,1.582612775,22.45011779,16.98470077,21.71613349,10.60525172,8.793059056,23.30945779,453.4519783
468,2017,EE46,443,2252,4.895018689,25.44566659,2642.623644,8.277227585,32.42588537,1.852657044,22.47842726,17.06683627,23.34283062,10.17761581,9.673457896,25.03822703,460.7017302
469,2011,EE47,209,1236,4.944642639,4.705207467,1785.465605,9.103285473,25.94102194,0.50727505,18.79481157,22.28805639,17.46680221,8.664131964,6.587002194,21.27561163,377.0302812
470,2012,EE47,184,1131,5.187700388,5.608899239,1669.385683,6.639612279,28.28448197,0.37135233,18.62021816,23.25200118,15.87330298,8.589729777,6.354253075,21.78407317,387.9381648
471,2013,EE47,162,1207,4.48048195,6.509406114,1844.970552,6.974567751,7.034826085,0.654707363,18.46340495,23.85922796,20.35501956,9.570788743,6.617360774,29.71607321,377.7619075
472,2014,EE47,180,1216,4.381704977,9.399641739,1805.697296,7.112631185,36.76091092,1.418938237,18.25042332,24.44108083,18.56233293,9.463475954,7.457281507,16.49607314,359.1719472
473,2015,EE47,163,1219,4.364019915,11.00111336,1666.953789,6.470751262,8.1427766,1.311005202,18.21264586,24.72118962,16.9024379,8.764479012,8.003735959,25.75007319,377.8949305
474,2016,EE47,156,1120,4.493817118,12.74378224,1531.313687,8.770116802,24.0508858,1.382973081,18.20298841,24.99269249,16.9024379,9.581691642,8.266843658,19.750227,383.1160821
475,2017,EE47,200,1290,4.626601137,14.54784112,1542.236153,8.671538959,34.60872035,1.467505779,18.13950093,25.14379684,13.38346043,8.85129839,8.985330067,21.37730394,394.9883823
476,2011,L01,170,1384,4.527125729,8.271868524,2065.617767,10.92774664,11.60492198,0.641508592,21.25728412,13.47134121,22.74526841,12.12176415,10.51337863,15.17407313,657.1434033
477,2012,L01,169,1371,4.427502083,8.449596268,2075.662051,7.481974274,15.4502631,0.547450377,21.67079456,13.93658911,18.76152033,10.96625881,10.655052,11.51315004,679.9900987
478,2013,L01,165,1569,3.929858986,8.067144843,2016.758079,7.605866579,14.07564605,0.579660979,21.94172944,14.22882541,17.56639591,11.29193243,12.14262246,23.71622703,640.7815778
479,2014,L01,160,1523,3.950752694,10.52628529,2038.476069,9.333443341,37.78159947,0.853083302,22.12107431,14.489363,18.46273923,10.68126915,13.12421657,12.42838081,624.4862638
480,2015,L01,189,1716,3.921349892,12.10700385,2073.471373,7.271022773,13.85162562,1.02257888,22.37310609,14.71588087,18.42954133,9.125385146,14.6421456,22.29253471,623.8544047
481,2016,L01,237,1810,3.86554628,12.35163757,1950.181173,6.798559934,35.22240751,1.329686561,22.50049944,14.99841742,15.97289668,11.18603298,14.73322134,20.86884239,660.2694432
482,2017,L01,215,1893,4.027981507,14.16462369,2597.447609,9.263006019,15.33928693,1.291635473,22.57381194,15.27396304,21.08537338,11.0628706,16.04875984,15.27576544,656.7775902
483,2011,L02,309,1183,4.364290495,29.70701549,2382.85614,8.218269036,16.40234844,2.335964601,16.05524358,11.15380063,30.41398345,15.0483848,14.94573141,22.90268856,673.1061599
484,2012,L02,310,1238,4.534081684,25.23460302,2323.83709,8.235005723,19.69458389,1.976344094,16.44518607,11.26694526,28.42210941,13.95203777,14.43975506,19.750227,695.0549502
485,2013,L02,309,1160,4.326485363,25.74051089,2075.779659,9.744959424,9.704700658,2.356153787,16.98195287,11.59936946,27.9241409,14.17978721,19.09473743,17.51299622,629.6076482
486,2014,L02,248,1027,4.621535951,31.10177579,1987.058202,12.6803793,21.71648283,3.495948817,17.28144504,11.83506718,28.92007792,14.00544179,20.80493748,15.58084237,662.1650205
487,2015,L02,304,1224,4.803162257,35.01568724,2188.904043,9.220952101,18.17096799,3.201522852,17.5048871,11.81375574,26.62942278,11.92914628,20.87577417,16.80115007,649.295048
488,2016,L02,338,1226,4.54387457,36.77416706,1926.845028,9.164428176,15.0389316,3.479133205,17.82234576,11.95834788,28.0901304,11.99698653,23.94199081,15.17407313,656.278754
489,2012,L03,573,2888,4.871166434,14.59134294,2401.240805,9.003287523,9.511836551,0.877547844,22.94698727,12.93258172,22.14770619,11.10274695,8.236485077,5.208226928,496.8507227
490,2013,L03,637,3169,4.458649286,14.91718164,2337.838961,9.116122949,4.459688727,0.996817692,23.10072354,13.02695554,22.84486211,11.30858963,8.621027099,7.750534633,487.4726032
491,2014,L03,605,3137,4.673287317,19.33265792,2239.836397,9.004944266,27.52562657,1.232695993,23.21394774,13.09564912,21.55014398,10.79241815,9.622860262,10.19115003,474.9019324
492,2015,L03,714,3361,4.685956841,20.7582905,2042.826864,9.485284316,3.178786748,1.348932271,23.34310057,13.05375125,20.65380067,8.872599423,10.64493248,9.784380798,484.8121438
493,2017,L03,786,3569,4.808440347,21.11346481,2193.064558,11.33314073,39.5650287,1.68683957,23.5365692,13.16314063,22.3136957,10.94394825,13.46828048,11.1063808,495.653516
494,2012,L04,615,2452,4.721116644,17.27362576,2364.331269,9.917032467,34.58618028,1.269582969,28.55660588,10.15307092,27.12739129,11.64425758,6.637599828,27.1737655,429.3748204
495,2013,L04,683,2599,4.356894183,18.82128318,2045.263703,10.9177401,16.24770303,1.379693852,28.87101653,9.966497466,27.12739129,11.86786795,6.536404559,16.90284237,419.4313533
496,2014,L04,705,2773,4.586602623,22.44768793,1693.817943,10.47719299,42.14536267,1.876132257,29.01233501,9.820753046,24.53795504,11.34493263,7.811464948,16.29268852,408.091145
497,2016,L04,953,3266,4.36844773,25.18397356,1650.157125,11.43171857,15.83175947,2.099336683,29.08291217,9.45330237,26.92820388,12.3024696,10.18955377,13.95376544,432.8666734
498,2017,L04,1036,3493,4.473981307,25.25529268,1703.433283,13.00896407,26.76651427,2.114099163,29.22064295,9.332314418,24.80353824,12.1325661,10.30086856,4.598073078,434.1303917
499,2012,L05,585,3171,5.005362657,9.315450193,2283.482901,9.602227896,19.90123225,0.661049764,22.92453698,13.42351078,24.23917393,11.52331616,10.3514662,9.174226949,499.8104838
500,2013,L05,621,3312,4.354835498,10.1532242,2000.225678,9.586742735,12.63283972,0.818155103,22.96402841,13.58462863,23.84079913,11.6670729,10.46278099,15.58084237,514.9751026
501,2014,L05,621,3456,4.443096146,13.06747245,2040.872964,9.927287366,24.25701506,1.007024159,23.00165491,13.71209388,26.72901648,11.20814163,12.46644732,21.37730394,486.8407441
502,2015,L05,728,3711,4.416354049,15.27213827,2043.605129,9.069436951,6.684978996,1.108877088,22.9327762,13.86741172,23.21003901,9.618438448,13.64031244,18.02145776,483.0495894
503,2016,L05,714,3809,4.248433647,16.16759617,1937.995911,9.558739549,29.81601293,1.224493818,22.97648882,13.96669104,23.87399703,10.88519374,14.39927695,20.66545778,486.6079539
504,2017,L05,730,4012,4.276972746,15.61439043,2120.787214,12.22034132,34.41028037,1.442018703,23.0890442,14.07556101,24.70394454,11.33342401,14.04509351,10.29284234,519.1653262
505,2011,L06,599,2498,4.671906518,19.17255974,2508.313986,7.368732206,21.81114847,1.469781292,19.40744563,7.596622831,19.35908254,13.57457539,9.23831824,13.24191928,529.8404196
506,2013,L06,636,2578,4.150628714,18.90317011,2693.727187,9.086096309,9.5777102,1.624885774,19.35366486,7.714547494,15.07655336,12.67488435,10.44254194,9.275919257,529.1087933
507,2014,L06,701,2629,4.281303469,23.67699289,2934.052528,10.69119848,23.13164347,2.051166467,19.18226571,7.782926281,15.47492817,12.22816837,12.7599136,8.157303866,532.3013446
508,2015,L06,594,2563,4.318097097,26.3706776,2498.733732,9.899339454,7.913617801,2.398108431,19.02880044,7.854664264,14.94376176,10.69711874,13.87306156,9.784380798,530.4057673
509,2017,L06,706,2864,4.581443582,25.89117947,2455.453158,10.15020661,31.0853882,2.597905545,18.89843912,8.025250203,17.0684274,12.09692977,15.39099059,5.004842311,591.7293571
510,2011,L07,689,3023,4.797468904,18.53317474,2238.125879,11.89761765,22.03531804,0.908490333,22.06736988,10.45844916,28.82048422,13.47695406,11.50509226,7.95391925,388.6697912
511,2012,L07,755,3113,4.903545323,15.60691132,2293.587737,11.45951178,25.05737419,1.029350044,22.28331982,10.65707933,23.04404951,12.40200903,11.4443751,3.987919229,429.3748204
512,2014,L07,828,3441,4.41441735,20.45294534,1865.153669,11.49177307,22.07443804,1.335013582,22.60412378,11.03077725,23.74120542,12.01334088,12.71943549,8.157303866,426.4483151
513,2015,L07,872,3610,4.475970932,22.22021346,1888.998543,12.91257372,10.57932072,1.470914662,22.68991474,11.2291648,26.06505847,10.15813193,13.77186629,16.69945776,433.4320211
514,2016,L07,1036,3700,4.348233437,23.77637719,1923.169288,12.71323054,22.50786365,1.599723274,22.88950875,11.44415728,25.96546477,11.39177471,15.57314207,8.157303866,447.0336199
515,2011,L08,293,1140,4.862674324,17.4737796,3282.132217,9.920010523,16.85017979,0.935590185,17.45707897,8.995855527,26.82861018,14.18523866,13.44804143,19.34345777,569.9135898
516,2012,L08,227,1100,4.953104283,17.2211906,3105.873472,9.05608123,24.91763447,1.247731717,17.74873603,9.268439002,24.43836134,12.94452918,12.81051123,17.51299622,594.2235378
517,2013,L08,268,1132,4.481257906,16.62566662,2837.721168,10.19274215,8.562775651,1.336877098,18.07912633,9.587495825,22.04811249,13.13341181,14.80405803,19.24176546,600.6086405
518,2014,L08,268,1161,4.740313785,20.89178175,2666.553057,13.35950364,30.50285065,1.631605021,18.28618921,9.845416888,19.15989514,12.81995347,17.33393975,13.44530389,593.1926098
519,2015,L08,259,1236,4.585853392,24.41472013,2805.205078,10.50782933,1.223335162,1.852464192,18.46622425,10.04557135,19.62466575,10.91749862,19.69178952,10.08945772,625.3841689
520,2017,L08,269,1252,4.946712916,25.95072917,2587.843714,11.53029642,26.6743477,2.009492269,19.20132165,10.48954454,19.65786365,12.08370496,19.48939898,9.174226949,636.5248428
521,2011,L09,896,3490,4.977100252,17.47977293,2256.639193,11.17413554,27.92582178,1.336478824,24.63690923,6.677369886,32.60504489,13.63191656,8.398397508,11.51315004,365.8563516
522,2014,L09,1062,3864,4.252204745,21.34780489,2365.811126,13.44843079,28.48260876,1.852759329,24.70935762,6.876040032,29.11926532,12.20747305,9.956804649,10.29284234,369.0489029
523,2015,L09,1137,4137,4.414823539,24.9151212,2200.825155,15.43418014,19.95854848,2.195644263,24.45713986,6.975741666,25.69988156,10.77323712,11.10031119,13.34361159,402.6704589
524,2016,L09,1089,4057,4.304844348,23.91767366,2192.02635,15.07909878,14.00273808,1.947210768,24.32230684,7.079488192,27.16058919,12.59311261,12.56764259,17.41130391,419.6641435
525,2017,L09,1246,4554,4.383311739,24.90156997,1822.494335,18.82505683,31.98779815,2.478551393,24.13993569,7.320006353,26.62942278,12.62683083,13.74150771,19.750227,454.8154637
526,2011,L10,350,1706,4.963392513,9.961197852,2275.490703,10.89658667,15.5971673,0.77329264,21.19470699,11.48850395,21.55014398,12.22231311,9.218079186,8.360688483,533.5650628
527,2012,L10,359,1751,4.867948792,10.34379047,2466.784595,8.514006112,13.72156864,0.738115952,21.53959563,11.66533547,20.55420697,11.13454707,8.874015272,3.784534612,521.3602052
528,2013,L10,359,1730,4.205695489,10.07464604,2625.853945,9.758837858,3.378445525,0.963046367,21.63103204,11.78658972,19.45867625,11.42397864,9.72405553,9.174226949,533.7645973
529,2016,L10,417,1963,4.122371222,15.79621199,3211.288439,9.263006019,27.47265553,1.222975148,22.12617839,12.16885263,19.62466575,11.88381849,13.76174676,11.61484235,568.2175469
530,2017,L10,484,2229,4.202195696,16.57889394,3281.872757,10.93882936,37.56652223,1.583092143,22.3236428,12.34157637,17.2676148,11.49727035,13.13433609,12.73345774,564.7256939
531,2011,L11,425,2054,4.751943243,10.18676988,2285.054601,12.53599058,17.75824406,0.599461493,22.28098745,13.97176023,20.85298807,12.00435609,9.845489853,31.13976553,470.7782203
532,2012,L11,433,2127,4.839496168,10.05718881,2133.015299,11.56125546,6.496119571,0.707118551,22.30451314,14.22780996,22.2472999,10.83037639,10.36158572,24.52976549,463.0961437
533,2013,L11,471,2336,4.142177896,10.99839036,2060.635049,11.09364033,18.07803397,0.788607187,22.4500821,14.48630031,24.23917393,10.92729104,10.05799992,19.03838085,459.9035924
534,2015,L11,522,2556,4.237798225,14.80488882,1835.71533,11.60909043,12.28684179,1.03309228,22.66709005,14.82981572,22.546081,8.844029791,12.17298104,17.81807315,490.0332954
535,2016,L11,562,2693,4.155465993,14.70152358,2166.751824,11.62887426,17.96926929,1.102133465,22.64858774,15.01516679,21.21816498,10.63321564,13.63019291,30.93638091,522.424389
536,2017,L11,549,2746,4.181219884,15.90321769,2346.154354,13.40327544,19.73879212,1.22106818,22.72836094,15.31025793,18.36314552,10.89882236,14.96597046,24.12299626,514.3099877
537,2011,L12,759,3218,4.715208768,10.74313205,2566.065573,11.81420202,14.46320857,0.878849981,24.67407894,11.84112172,28.72089052,12.7442389,8.034094539,31.13976553,464.8254423
538,2012,L12,720,3349,4.792478642,12.12093437,2220.943372,10.61057969,37.2656851,0.77074241,24.77895219,11.98571825,25.83267316,11.83939927,8.297202239,32.46176553,516.0392863
539,2014,L12,830,3572,4.785851788,16.47128545,1900.032919,10.48765258,26.72269059,1.240719918,24.83145146,12.05906639,24.93632985,11.48051219,9.046047229,23.00438087,514.9418468
540,2015,L12,836,3556,4.813208445,17.39839928,1771.160698,11.3020924,7.658112232,1.441818066,24.76728853,12.09143306,24.77034034,10.14561378,9.805011746,18.22484238,523.9541531
541,2016,L12,869,3649,4.544096292,17.73942423,1657.904709,11.13598504,20.67955199,1.372324743,24.68432894,12.14207106,23.40922642,11.8897747,11.57592895,26.05515011,513.7113843
542,2017,L12,959,3837,4.553016405,18.9902856,1784.258933,13.50185328,24.49912116,1.609857514,24.60542308,12.32845338,23.90719493,11.99466462,12.83075029,26.56361166,538.0878439
543,2011,L13,626,2477,4.611375558,18.8158955,2487.984132,3.698885273,3.600947747,1.541052446,21.1681951,6.100199929,30.11520234,14.58137731,9.157362025,28.59745782,530.5055345
544,2013,L13,691,2727,4.322974453,20.72261457,2435.132273,7.461493447,1.757680063,1.447985317,21.66858188,6.077239756,25.73307946,13.46776736,9.299035401,28.49576551,557.4426862
545,2017,L13,821,3044,4.38572296,25.84526301,1856.339748,11.0374072,20.87869509,2.257442826,21.73743995,6.201684828,29.41804643,12.26148278,13.21529231,27.68222705,592.6937737
546,2011,L14,367,1884,4.788769934,10.91547908,2440.684562,9.847008766,15.4923781,0.850897549,22.14031326,14.26935493,21.84892509,11.41267193,8.276963185,12.02161158,478.4602969
547,2012,L14,366,1836,4.692751585,11.2349067,2492.071368,7.264082231,12.1483445,0.9153033,22.24433586,14.71082486,18.36314552,10.3304583,8.104931228,18.52991931,508.1576753
548,2013,L14,358,1965,4.213008537,10.83254061,2903.828172,7.593676721,13.61057955,1.02662404,22.35346567,14.87619287,15.27574077,10.62978324,8.337680346,11.71653465,501.2737365
549,2014,L14,360,2120,4.391835788,13.79751278,3139.957993,8.027322102,45.94442093,1.196532605,22.4112834,14.95516752,19.25948884,10.00882279,9.005569121,12.42838081,490.864689
550,2015,L14,382,2071,4.221148017,15.78860257,2884.128893,7.419096233,27.59292615,1.288128354,22.60323172,14.93054537,19.12669724,8.733486513,10.30086856,5.920073085,485.9095833
551,2016,L14,397,2162,4.300789688,15.3498287,3038.242229,8.474383272,19.08378672,1.454156804,22.71348665,15.00014584,13.54944994,11.30111913,10.84732302,4.292996154,514.276732
552,2017,L14,451,2372,4.439068818,16.41481925,3124.330658,8.967272489,35.88296684,1.621156661,22.86599253,15.03866139,15.87330298,10.81321442,11.41401652,9.377611565,511.0509249
553,2011,L15,803,3620,4.819516635,16.12466752,2459.49117,10.64647943,16.19264894,1.266237991,23.94685179,12.13172649,22.2472999,11.48000743,7.538237722,22.49591933,471.9089156
554,2012,L15,799,3641,4.736398286,15.13211604,2359.375377,8.681053021,18.47226727,1.158098591,24.06228013,12.41196376,19.95664475,10.51984568,7.679911098,20.66545778,482.0519171
555,2013,L15,858,3794,4.242244694,14.89047745,2619.471894,9.746826968,15.9607072,1.337314816,24.02399273,12.60338594,19.25948884,10.82553065,7.811464948,25.8517655,477.2963459
556,2015,L15,1005,4064,4.407432579,22.1416786,2769.348601,9.890468671,14.09090431,1.821296425,24.00265259,12.88041038,20.38821746,9.042200068,9.26867682,16.90284237,479.3249462
557,2016,L15,974,4188,4.513560206,22.99513018,2645.777116,10.54451798,19.50705445,1.968402543,24.12799478,12.99351798,17.2344169,11.48162267,10.48302005,11.1063808,500.7083889
558,2011,L16,649,2583,4.777434494,18.41418072,2323.175289,8.078680624,18.0517987,1.352835465,22.49423656,9.399665264,24.93632985,12.58231066,8.3579194,2.055765373,450.5254729
559,2012,L16,603,2558,4.62610344,16.98321271,2230.762891,7.880245329,16.91385734,1.230858006,22.48930773,9.45298707,23.44242432,11.58156591,8.034094539,4.394688462,473.8710044
560,2013,L16,693,2782,4.197291362,18.25068048,2297.428106,9.859554455,14.05741681,1.521056095,22.53106834,9.438089648,19.35908254,11.79922007,7.963257851,4.699765387,510.0865084
561,2014,L16,732,2959,4.489336877,20.98271702,2370.257794,10.37855354,30.52222601,1.873316612,22.47334669,9.347870451,20.75339437,11.29758578,9.622860262,0.632073057,505.6634946
562,2015,L16,745,3045,4.433451071,23.97023988,1826.858362,10.04815894,20.78764762,1.920703876,22.3370508,9.277020044,19.35908254,9.921296742,11.19138693,8.157303866,511.5165053
563,2017,L16,762,3172,4.300881886,24.61408938,2204.166826,10.74167367,29.15473581,1.98094826,22.17170527,9.263117576,13.05148143,11.70967497,12.60812069,8.157303866,527.6787963
564,2011,L17,547,2469,4.502619766,9.713172935,1981.405493,11.07891981,20.03241211,0.609071413,22.8085593,15.93833798,21.35095658,11.60115074,7.032261377,29.30930398,482.1516844
565,2012,L17,610,2506,4.445668204,10.1629695,1813.396289,7.45227798,14.11261698,0.684283495,22.81303313,16.26496604,21.55014398,10.6482576,6.789392732,28.80084244,489.2351576
566,2013,L17,575,2561,3.9659249,9.856149054,1754.346679,8.069739229,11.97565458,0.958901115,22.72676902,16.38233368,20.85298807,10.94697683,6.941185635,21.27561163,470.5786858
567,2014,L17,581,2630,4.127897798,12.51328493,2055.121372,8.417799761,28.37482638,1.061564962,22.67855419,16.42328183,19.85705105,10.38578041,7.963257851,25.95345781,486.5414424
568,2017,L17,663,3043,4.430804395,16.43818935,2350.488001,9.657317393,21.97546511,1.473741107,22.52707574,16.33230138,20.72019647,11.16493385,10.31098809,23.71622703,514.7090566
569,2011,L19,293,1386,5.074594476,19.6689588,2421.29841,8.480022844,11.2241307,1.398826871,17.33213287,10.8976917,34.49732522,14.2759952,14.30820121,14.25884236,598.9125976
570,2012,L19,312,1387,5.157045537,17.8431644,2339.355255,8.694609061,18.23728426,1.156981771,17.73029389,11.12363852,27.7249535,13.04225146,13.64031244,8.258996174,605.3974674
571,2013,L19,309,1497,4.666459973,16.36664589,2188.106666,9.723617535,-0.710373095,1.299908964,18.02152566,11.2808536,30.01560864,13.22911503,15.51242491,14.36053467,606.1956053
572,2014,L19,287,1384,4.762361132,20.58399696,2353.805968,12.95440969,21.7168226,1.774566867,18.32352767,11.46222187,29.21885903,12.96451783,17.81967704,9.377611565,607.5590907
573,2015,L19,312,1443,5.029451648,24.87849457,2220.149278,9.787538978,1.694075124,2.236614817,18.54305564,11.51318145,27.29338079,11.29152862,17.50597171,12.12330389,571.6096327
