ID,Year,UA,obesity,popCount,10301,"Violent crime - violence offences per 1,000 population",22401,90356,90360,90637,92309,92310,92899,92924,93111,93350,93351
1066,2017,SE24,253,1383,5.212841237,33.2538947,1572.243529,10.44594014,28.29914001,3.792978193,17.61416047,19.91465076,19.95664475,9.594613595,9.066286282,17.51299622,422.6904161
1067,2011,SE25,129,848,5.194267516,5.469769598,1457.006597,7.953656817,16.99769739,0.355306577,22.63791648,19.34440158,16.07249038,10.21466548,9.754414111,35.41084247,542.0120215
1068,2013,SE25,94,913,4.400129937,4.305166585,1578.209017,7.270438974,4.884098316,0.813041723,22.65950786,20.60698998,18.36314552,9.152844298,10.89792065,22.90268856,534.7622696
1069,2014,SE25,111,948,4.662519227,4.666853768,1898.9828,7.421965751,22.45318036,0.65035203,22.65701155,20.83249099,17.56639591,8.524009527,11.66700469,13.75038082,542.9431823
1070,2015,SE25,114,944,4.762037229,7.288213526,1842.873675,7.355651879,19.46832073,0.929684649,22.69047357,20.98494131,16.23847989,7.842679319,12.09202482,18.12315007,514.1769647
1071,2017,SE25,118,1013,4.730530055,9.901221259,1935.107462,7.981494055,17.48542058,1.158121416,22.73845144,21.11171588,18.26355182,10.09947837,12.43608874,25.54668857,576.1989252
1072,2011,SE26,191,1033,5.705243058,10.93028989,1936.691159,9.005536479,18.5533935,0.722828354,19.82497002,20.77998373,18.76152033,8.767911406,7.001902796,36.32607325,407.5923089
1073,2012,SE26,198,1021,5.553375166,11.7477793,1773.629006,8.678384382,16.06700946,0.623036074,19.5868936,21.66570965,19.45867625,8.21701217,6.657838882,37.0379194,384.4795676
1074,2013,SE26,205,999,4.913464142,14.84386923,1798.158971,9.283579244,10.42293978,1.304966062,19.40188,22.47173923,21.84892509,9.00868375,6.789392732,35.91930401,415.7399659
1075,2014,SE26,196,1026,4.918628736,17.26916584,1649.9593,9.411460577,39.72534537,1.502890544,19.18966571,23.01104295,20.95258177,8.588821202,7.467401033,33.58038092,396.6179137
1076,2016,SE26,223,1076,5.062467179,25.44615637,1485.52105,10.15020661,21.77477658,2.35535908,18.91816439,23.63258184,19.29268674,10.03507051,9.26867682,11.1063808,412.6471818
1077,2017,SE26,221,1092,5.227285748,34.91980507,1695.926094,10.44594014,39.35502715,3.311628035,18.6706448,24.01195289,23.64161172,9.391698539,9.23831824,21.68238086,436.025969
1078,2011,SE27,169,1182,4.630803526,8.996757861,2141.507037,7.646407811,12.73590506,0.64257231,21.97016477,16.56925618,19.85705105,10.85016313,9.025808175,24.52976549,571.9421901
1079,2013,SE27,173,1147,4.137551485,7.946440983,2037.602735,7.533758304,3.501653823,0.845684802,22.09586596,17.56145072,18.56233293,9.856182209,9.147242498,37.24130402,542.078533
1080,2014,SE27,218,1313,4.190615217,8.872422847,2332.60234,8.083995395,21.14320943,1.113052742,22.16100727,17.86613031,16.47086519,9.309522988,10.16931471,26.76699627,582.4510048
1081,2015,SE27,197,1304,4.244228203,11.84101603,2207.712152,8.067560102,8.111937383,1.137439237,22.30244217,17.96712394,16.57045889,7.828646884,11.47473368,32.36007322,596.917253
1082,2011,SE28,119,953,4.172619714,5.872292165,2118.978057,6.119878789,17.92015254,0.437817633,22.11987018,16.46418151,18.06436442,9.686985375,7.841823528,40.90222712,545.1713171
1083,2012,SE28,124,927,4.456829847,4.58463668,2352.619508,5.39912806,-9.240998562,0.230527104,22.22808154,17.29423374,16.7696463,8.611434621,7.973377378,46.39361176,512.6804563
1084,2013,SE28,130,945,3.859276345,4.730213841,2044.039999,5.97584146,-0.925713352,0.422621469,22.09869397,17.8584876,17.1680211,8.786890526,8.884134798,43.64791944,522.6904349
1085,2014,SE28,111,1002,3.903581526,12.20991991,2243.784225,6.175754649,31.5132498,1.366830486,21.96081579,18.31189977,19.75745735,8.180063458,9.116883917,35.7159194,550.9910721
1086,2016,SE28,111,993,3.910623165,21.43374874,2554.645685,6.897137778,23.65212586,1.975146327,21.93309012,19.06126375,11.6903675,10.10916984,11.21162598,32.86853477,501.1739693
1087,2017,SE28,129,1028,3.969839265,22.40723868,2589.529657,6.601404248,36.13587308,2.38202251,21.88769198,19.31318379,11.7899612,9.425012951,10.95863781,23.10607318,542.344579
1088,2011,SE29,119,999,4.955447627,6.124008287,1837.655464,7.54032093,22.34284771,0.417335324,20.51054203,18.27490015,14.97695966,9.035133374,8.276963185,26.56361166,442.8433963
1089,2012,SE29,131,958,5.004016881,6.813489502,2184.818672,6.819466239,15.66563916,0.470849445,20.43685708,18.74981472,16.67005259,8.568327791,8.22636555,17.71638084,457.7087134
1090,2013,SE29,171,1090,4.376371165,5.146641346,2175.428366,6.786235215,10.14838146,0.795390506,20.44345059,19.23696284,15.67411558,8.937814909,8.590668519,17.61468853,453.0861651
1091,2014,SE29,161,1085,4.344124971,5.524182129,2097.440036,8.36257816,22.83344252,1.111521184,20.46905882,19.73943818,17.66598961,8.559645853,8.621027099,23.30945779,454.782208
1092,2015,SE29,159,1021,4.290258509,7.58009739,2064.687804,8.545971774,16.34661209,1.283586977,20.42777679,20.21757574,13.35026253,7.949689249,9.076405809,18.52991931,460.7017302
1093,2016,SE29,158,1074,4.457527744,6.83433543,2160.839086,7.488604838,11.05478849,1.195479491,20.36201993,20.6655243,14.57858485,9.707781645,10.05799992,15.88591929,457.6754576
1094,2017,SE29,168,1166,4.791451354,8.873871074,2022.84984,7.192871308,40.52193891,1.44959678,20.24632119,20.96894808,13.28386673,9.026552389,10.92827923,12.3266885,463.6282356
1095,2011,SE30,187,1094,4.947220333,5.056029736,2429.676927,8.092587421,12.67706686,0.380075468,21.70631903,18.78383059,19.65786365,10.0823164,8.97521054,25.95345781,434.9617852
1096,2012,SE30,164,1022,5.01173184,5.33194842,2392.37001,7.775891837,24.90221616,1.072457319,21.63095766,19.53435408,18.66192663,9.279741923,9.663338369,24.93653472,423.6880884
1097,2013,SE30,172,1071,4.227034077,7.660387082,2556.453964,7.54434135,-0.570983839,0.842503763,21.60459043,20.00203974,20.15583216,9.702633054,9.815131273,27.68222705,436.2920149
1098,2014,SE30,163,1186,4.39796619,9.167394779,2567.288298,8.583757331,38.11777791,0.727898157,21.62576537,20.3222915,23.74120542,9.172933898,9.98716323,21.78407317,466.155672
1099,2015,SE30,166,1157,4.223982426,10.33878509,2202.047803,7.854255415,9.877841934,1.068908919,21.77351315,20.66325799,17.63279171,8.69502351,11.7074828,28.08899628,461.3668451
1100,2016,SE30,190,1201,4.362661738,13.73063829,2222.552437,8.080071898,16.63058305,1.239431587,21.91959642,20.91062914,25.43429836,10.61332794,11.9705905,33.275304,458.0745265
1101,2017,SE30,173,1240,4.612148213,21.86851796,2498.259273,8.080071898,28.63211888,2.013669259,21.83161831,20.99214901,27.8245472,9.94643398,11.87951476,20.66545778,463.7945143
1102,2011,SE31,89,724,4.533081615,9.669877486,2352.868103,9.284819104,2.858234971,0.515437231,21.75001677,16.71200798,16.9688337,10.65229571,8.701983314,20.86884239,511.9820857
1103,2012,SE31,75,701,4.449031374,7.054326494,2048.986793,7.874435542,4.838287712,0.37729062,21.97427865,17.14544303,19.06030144,9.524047613,9.056166756,26.46191935,550.5920032
1104,2013,SE31,80,723,3.870319724,7.466342209,2537.586593,7.76188842,2.058900742,0.465665315,21.93224435,17.40927976,25.63348576,9.768252351,9.602621208,10.49622696,534.3964564
1105,2014,SE31,91,721,4.12039574,9.965962306,2328.237189,7.282027847,42.16114664,0.806640807,22.12499915,17.56490998,11.7899612,9.175760575,10.69553011,22.39422702,504.3332649
1106,2015,SE31,94,788,4.018405891,14.82818623,2155.525524,7.42237131,16.54997917,0.90934055,22.12652036,17.73374969,15.47492817,8.571154468,11.76819996,29.81776552,519.8969525
1107,2016,SE31,70,759,4.221088644,15.32426734,2562.665614,8.375805429,26.29264558,1.080146663,22.35347874,17.90421833,15.50812607,11.16634719,13.31648758,17.71638084,555.0482727
1108,2017,SE31,94,822,4.312353139,18.3164722,2824.834232,7.587182681,30.08482309,1.574894345,22.5103242,17.98689233,20.85298807,10.61322699,13.40756332,12.2249962,563.9608118
1109,2011,SE32,182,1202,5.251868531,3.888823097,2066.79737,7.968602053,10.89822164,0.471065558,19.9169704,22.79192273,21.55014398,8.790625778,8.206126497,14.56391928,393.5583854
1110,2013,SE32,166,1196,4.514281959,3.985369411,2265.61015,7.293427773,5.775293292,0.526284191,19.45590496,24.28562548,18.36314552,8.310191571,8.772820003,11.81822696,368.8826242
1111,2014,SE32,150,1140,4.859917219,6.791578682,2280.76031,7.901134978,19.45644692,1.0454848,19.28315904,24.71203593,19.06030144,7.637442348,8.590668519,23.71622703,409.2883517
1112,2015,SE32,191,1323,4.664626701,8.254712331,2086.170596,8.40827797,9.945109434,1.151849681,19.23564535,24.91394826,18.36314552,7.024154303,9.066286282,21.47899624,424.1536688
1113,2017,SE32,199,1427,4.930085361,11.4587635,2268.65179,8.178649742,31.03310969,1.461076183,18.92011649,25.51132573,19.06030144,9.105194593,10.23003188,18.93668854,447.7319905
1114,2012,SE33,232,1323,4.855675959,6.51622538,2486.769937,7.06124626,19.27796777,0.505658344,22.91817198,17.54727524,26.82861018,9.289534341,7.791225894,27.1737655,441.3136321
1115,2013,SE33,189,1272,4.425235428,9.188956333,2484.772121,7.217612273,13.91666921,0.842908803,22.76437243,17.96412726,20.25542586,9.842149774,8.337680346,26.86868858,459.8370809
1116,2014,SE33,207,1309,4.690171006,9.867712904,2496.839115,7.409301771,8.378777558,0.802352793,22.70989794,18.32445871,12.98508563,9.406134784,9.278796347,28.49576551,445.204554
1117,2015,SE33,201,1298,4.604144399,12.83257396,2447.95905,8.184158497,3.680111247,1.063512733,22.67795462,18.48160632,18.36314552,9.272372371,8.398397508,25.13991934,486.7409769
1118,2016,SE33,198,1348,4.591995338,17.21048157,2588.897112,7.981494055,19.75490055,1.407635106,22.50060176,18.45053181,20.52100906,10.95182256,9.845489853,12.93684235,506.1623307
1119,2017,SE33,221,1456,4.521768491,24.2420373,2401.954716,7.784338368,35.44742553,1.997958142,22.50632011,18.53181267,19.15989514,10.1481376,10.34134667,14.97068852,517.5357948
1120,2011,SE34,244,1279,5.151988123,8.179386337,1814.354736,7.488320716,17.56190329,0.786542471,22.90909587,16.88432823,19.65786365,9.210387373,7.082859012,30.02115014,374.203543
1121,2012,SE34,241,1330,5.187919652,9.340897017,1796.38538,7.454948743,16.83412629,0.768660645,22.82405326,17.56845924,18.06436442,8.810816331,7.042380904,27.37715012,367.7851846
1122,2014,SE34,242,1342,5.062651763,12.94010919,1966.498942,8.22663883,32.20704788,1.268403065,22.77608976,18.48559267,18.56233293,9.249960857,8.590668519,23.61453472,393.9241985
1123,2015,SE34,267,1397,5.136540997,14.41682609,1917.162193,9.323705843,21.67795873,1.477934699,22.64159659,18.82088649,19.55826995,8.984556039,8.560309938,31.03807322,412.5806703
1124,2017,SE34,249,1438,5.196765967,31.76038026,1677.583248,8.277227585,22.40006997,3.38191355,22.56987936,19.07878891,20.65380067,9.790764817,9.390111143,32.46176553,449.1287317
1125,2011,SE35,194,1471,5.129943022,8.3880489,1876.722934,7.198544431,22.32378907,0.538409987,18.23377229,24.89357591,23.54201802,8.588215485,9.167481551,26.76699627,375.63354
1126,2013,SE35,224,1494,4.425152032,7.227371766,1998.067967,6.817002212,8.480185257,0.590471095,18.11605679,26.41550557,14.18021005,8.202474972,8.782939529,23.61453472,399.3781404
1127,2014,SE35,236,1631,4.558059358,9.777477485,2012.877374,6.711668739,23.83571185,1.099632662,17.9657332,26.88991428,20.95258177,7.605642227,9.025808175,28.49576551,412.1150899
1128,2015,SE35,293,1634,4.305653202,14.29962568,2000.271076,8.01728679,15.17519039,1.138921624,17.89352096,27.28628818,19.15989514,7.118545138,10.34134667,26.36022704,410.7183487
1129,2016,SE35,248,1569,4.500384663,17.63267272,2095.4477,8.375805429,18.52846273,1.590136953,17.72076903,27.73507687,16.37127149,9.552314387,10.37170525,22.39422702,428.6431941
1130,2017,SE35,308,1662,4.712866632,17.3429746,2080.246307,7.882916212,22.54017737,1.842268611,17.56836891,28.12085704,16.17208408,8.609314613,10.6145739,20.25868855,441.2138649
1131,2011,SE36,163,899,4.871980589,13.38722005,2509.773327,6.811095993,22.35023933,0.809482672,22.25873468,12.14852191,13.18427303,10.56164013,7.720389206,42.02084251,423.4552982
1132,2013,SE36,182,911,4.191210068,11.79979706,2807.878552,6.868708183,7.358780553,1.02720741,21.95754796,13.10502266,23.94039283,9.544541024,7.528118195,40.49545788,431.9687684
1133,2015,SE36,198,1040,3.730484052,19.3548694,2874.279158,8.894815203,10.6027581,1.721398318,21.80695115,13.75903244,9.167327055,8.444054937,9.046047229,37.34299633,421.6262323
1134,2016,SE36,201,1014,4.009743487,21.43374874,2754.519458,7.882916212,24.29570892,1.975146327,21.70049705,13.84514034,14.81097016,10.92910819,9.845489853,34.90238093,459.171966
1135,2017,SE36,237,1081,4.182784634,22.40723868,2856.290429,7.390026995,31.83864966,2.38202251,21.6277643,14.07311393,12.38752341,10.26877616,10.48302005,39.68191942,473.1726338
1136,2011,SE37,110,1019,5.136888895,8.112587984,1597.383761,7.59084609,14.86074922,0.529625283,20.75936157,18.65767971,19.65786365,9.40088524,9.096644863,16.90284237,498.9125788
1137,2013,SE37,123,1082,4.324593037,7.297846121,1792.727513,7.355745358,7.445225863,0.544130193,20.55059075,19.71901072,20.35501956,8.818488741,9.066286282,25.95345781,483.74796
1138,2014,SE37,161,1099,4.251365743,9.591811714,1706.037118,8.521063792,14.9865079,1.647303273,20.45890818,19.98440921,12.48711712,8.187130151,10.57409579,26.86868858,466.1224163
1139,2015,SE37,145,1174,4.018976378,15.20469319,1613.635598,8.531462092,10.64399054,1.555178825,20.41745122,20.17323548,14.47899115,7.53124004,10.79672538,25.24161165,491.8291055
1140,2016,SE37,131,1155,4.044832122,17.22041135,1772.385406,8.277227585,24.09143603,1.968595323,20.34747189,20.42409355,20.65380067,9.863450808,10.3514662,28.80084244,518.3671883
1141,2017,SE37,163,1193,4.214713476,17.66464799,2092.851888,7.981494055,40.90685742,2.203575681,20.49144957,20.63106693,14.67817856,8.990310347,11.56580942,29.71607321,553.4852528
1142,2013,SE38,100,665,4.380968121,7.993524078,1826.005223,7.533462687,11.66583875,0.46593665,18.9339771,17.01056211,15.87330298,10.33005449,8.580548992,24.12299626,474.9684439
1143,2014,SE38,102,653,4.50692627,10.09949536,1644.611063,7.437515434,25.42290463,1.162442478,18.95616143,17.21430082,27.42617239,9.62399085,10.20979282,21.68238086,492.2946859
1144,2015,SE38,115,635,4.393576456,14.8198185,1528.97176,8.144334286,17.72389795,1.411005349,18.8523272,17.12171573,21.88212299,8.744086554,10.86756207,14.56391928,495.653516
1145,2016,SE38,117,681,4.612367526,17.59077526,1712.649321,7.981494055,32.44919508,1.392512382,18.82364649,16.97419732,14.18021005,10.78252478,12.19322009,22.90268856,484.8453995
1146,2011,SE39,223,1467,4.324761633,8.700512096,1435.139494,6.670727735,18.78536152,0.567888098,22.49125793,15.36232174,17.66598961,9.894544259,8.529951357,32.36007322,435.4273656
1147,2012,SE39,205,1434,4.73238822,8.047525118,1395.631009,6.514101306,13.76023863,0.624997146,22.45204639,16.1013903,17.46680221,9.19019682,8.003735959,28.49576551,453.4187225
1148,2013,SE39,239,1528,4.034706856,8.622530806,1460.17892,6.547548621,-0.052245575,0.949158299,22.42367737,16.62221885,14.18021005,9.21392072,7.912660217,23.61453472,445.1712983
1149,2014,SE39,227,1601,3.995978229,8.910162945,1665.805628,8.150698165,23.5811899,1.17610879,22.28327673,17.13974408,14.27980375,8.667463405,8.408517034,24.22468857,467.0868328
1150,2015,SE39,203,1533,3.991791149,10.11239267,1937.433569,8.265409054,14.76086616,1.310734032,22.24019401,17.47193084,13.84823104,7.933536807,9.23831824,21.68238086,473.9707716
1151,2016,SE39,230,1583,4.130433949,10.20407806,1968.811382,7.390026995,20.41934456,1.579951142,22.2377522,17.86034246,14.64498066,9.908172882,9.98716323,31.03807322,490.3991086
1152,2017,SE39,253,1627,4.2687672,10.61803213,2096.721849,7.094293465,21.62573575,1.43767078,22.09469412,18.34809162,15.27574077,9.249657999,10.40206383,26.15684242,500.8414119
1153,2011,SE40,140,807,5.786170597,12.5732662,2197.85501,9.073645529,21.53133335,0.917529955,18.88077026,22.36467564,19.55826995,8.844938366,7.720389206,13.34361159,336.8573438
1154,2012,SE40,150,809,6.061849471,11.96268638,2417.450661,7.768595107,18.08682964,0.979841666,18.96913728,23.00014593,21.55014398,7.956352132,7.649552518,8.970842332,352.9863791
1155,2013,SE40,143,805,5.079407259,11.74121352,2725.802486,8.398692913,9.856682892,1.182136158,19.02077551,23.35349307,17.2676148,8.33714596,7.44716198,14.25884236,386.4416564
1156,2014,SE40,141,845,4.94809075,17.54942579,2231.498119,8.490396347,38.02042468,1.669612321,19.04545209,23.76686708,19.75745735,7.538811497,7.092978538,5.818380777,377.1300484
1157,2015,SE40,197,848,5.052277259,20.60198404,2267.169622,9.379953383,18.28375909,1.869809044,19.03812179,23.99524429,26.33064167,7.854187934,7.578715829,7.648842325,383.1825936
1158,2017,SE40,165,982,5.265176329,27.12979069,2154.787791,9.558739549,51.96878785,2.983423534,18.89989888,24.45182215,23.44242432,9.534344795,8.863895745,8.869150024,353.4519595
1159,2012,SE41,182,927,5.761770625,10.11093866,2638.321661,12.20266751,31.75747809,1.004521888,18.661677,11.19952911,21.64973769,9.7298903,10.34134667,12.73345774,422.5573931
1160,2013,SE41,237,1123,5.096562861,10.49873319,2711.08115,11.76026182,22.26006978,1.348923294,18.79075144,11.3193031,21.55014398,10.02679238,10.69553011,11.91991927,435.6269001
1161,2014,SE41,236,1228,5.032647435,12.00512877,2620.963667,11.77499064,20.19217291,2.127552172,18.86232989,11.40549422,19.75745735,9.573817326,10.5032591,12.3266885,469.5810136
1162,2015,SE41,253,1251,5.153175638,16.24515522,2502.479615,12.64314906,22.17649079,2.80020323,18.88763334,11.63487515,18.79471823,8.730457931,11.45449463,9.580996181,465.2245112
1163,2016,SE41,269,1264,5.136589658,17.13329,2493.041854,11.7274521,23.32779702,2.889873227,18.906587,11.76778121,17.30081271,10.81644491,12.77003313,11.30976542,488.7363214
1164,2011,SE42,300,1953,5.35550031,12.95478306,2381.956247,11.18388301,14.55514321,1.070287658,17.87048735,13.03532882,22.546081,9.944011114,8.853776218,2.665919222,404.9983609
1165,2012,SE42,285,2101,5.594252353,12.47835624,2359.065557,10.57013942,18.91994214,1.230551288,17.74972046,13.17936423,22.546081,8.96012547,8.823417637,5.716688469,413.1460179
1166,2013,SE42,286,2177,4.687544239,11.51523605,2153.601354,11.71545738,8.144725482,1.250669539,17.81141507,13.28179314,21.05217547,8.997477993,9.147242498,9.174226949,400.7748816
1167,2014,SE42,288,2159,4.867555002,18.45833506,2239.414151,12.13634143,20.85309502,1.838962523,17.74557178,13.34751916,20.35501956,8.223069336,9.582382154,6.835303859,400.4423241
1168,2015,SE42,287,2074,4.896988479,22.12419033,2159.730059,12.51913495,20.7317945,2.145855037,17.59988989,13.30750585,22.84486211,8.721977898,10.73600822,0.123611516,420.2627469
1169,2016,SE42,288,2224,4.956999227,25.17619283,2448.600048,11.23456289,27.99625402,2.461752762,17.41260675,13.26691178,19.89024895,10.98372364,10.84732302,3.479457688,429.0755187
1170,2017,SE42,336,2375,5.006039985,26.81240136,2404.19569,11.53029642,31.6183082,3.049095009,17.29499675,13.20714774,23.21003901,10.28775528,11.75808044,5.818380777,447.532456
1171,2012,SE43,124,866,4.453219761,9.633510158,2265.908589,6.693532723,7.378315432,0.460002995,22.24502473,15.28395689,15.97289668,9.026855247,7.882301636,15.68253468,479.9568053
1172,2013,SE43,121,901,4.175358396,8.752176639,1795.2494,6.754745403,19.27732016,0.567778428,22.43504728,15.64664342,20.85298807,9.244711313,8.610907572,26.46191935,503.0362909
1173,2015,SE43,147,964,4.020696355,13.90816301,1746.32676,7.624593455,1.133222793,1.607160605,22.75188542,16.1812497,14.61178276,8.353096496,11.00923545,25.24161165,494.5893322
1174,2017,SE43,186,1094,4.127048309,21.91694679,1959.038876,7.390026995,29.94022152,2.063381911,22.99041272,16.5917955,15.07655336,10.21991502,11.38365794,26.05515011,529.4746065
1175,2011,SE44,366,1924,5.815264892,22.58263497,2726.408695,9.658616492,22.12561713,1.431514407,19.16401305,13.03520257,24.73714244,11.29354767,7.052500431,19.24176546,362.3312428
1176,2012,SE44,411,2021,5.867989044,18.56623517,2752.793996,9.9254574,17.18561587,1.053082746,19.26761953,13.20762748,25.63348576,10.12754324,6.839990366,25.24161165,358.4735766
1177,2013,SE44,444,2067,5.002475479,18.47768573,2886.591168,10.16390588,4.109399758,1.415313376,19.47334278,13.31858524,24.43836134,9.985704606,6.738795097,13.14022697,365.4572826
1178,2014,SE44,459,2205,5.115970597,23.20997966,3090.085082,9.690291565,25.31532797,2.604729258,19.56824681,13.36496772,24.03998653,9.472965514,7.012022323,10.59791926,385.9095645
1179,2015,SE44,518,2302,4.700211394,33.85344025,2895.948576,12.26223231,16.02540774,3.149787641,19.49224236,13.2713725,19.35908254,9.264800914,7.18405428,6.326842318,376.0991204
1180,2016,SE44,522,2419,4.659283615,38.14377275,3075.800199,11.43171857,19.47010964,3.384161711,19.45801037,13.15716853,24.53795504,11.62164416,7.44716198,14.25884236,391.2969948
1181,2017,SE44,560,2557,4.935633581,40.45774419,3203.735345,11.33314073,27.06482483,3.863901288,19.49082894,13.08632079,21.45055028,10.3212716,7.74062826,9.07253464,405.1646396
1182,2011,SE45,266,1401,4.800156769,14.35317144,1445.839443,10.55953785,16.80914422,1.015881543,21.03442756,11.45110801,21.25136288,10.77404474,6.961424689,24.12299626,409.4213747
1183,2012,SE45,273,1453,5.087082722,12.63643576,1607.388703,10.50339353,27.39380027,0.964562467,21.33140127,11.69816334,24.13958023,10.15136809,6.455448344,22.39422702,456.1789492
1184,2013,SE45,303,1479,4.371110963,13.02424042,1549.49776,11.05704298,12.05173931,1.498615778,21.59627884,11.79090695,22.14770619,10.21446357,6.475687398,19.85191931,439.1187531
1185,2014,SE45,316,1553,4.384246916,15.51665217,1865.906939,10.61334735,37.68714283,1.874995764,21.83935956,11.90972193,21.64973769,9.809239173,7.234651915,17.2079193,438.3206153
1186,2015,SE45,367,1668,4.516499288,20.38161834,2340.414723,13.66381893,5.928894822,2.367963639,22.03311092,11.94732974,20.88618597,8.047613431,8.712102841,18.02145776,471.975427
1187,2016,SE45,315,1705,4.618652721,19.90999393,2428.920682,11.7274521,24.76327064,2.414710971,22.03529163,12.00668647,21.01897757,11.2710352,9.23831824,22.39422702,449.3615219
1188,2017,SE45,367,1783,4.907942375,21.81553022,2419.375133,10.74167367,28.27480122,2.722532274,22.24658441,12.04989171,19.72425945,10.65007475,9.440708777,21.07222701,476.2654179
1189,2011,SE46,173,1055,4.589022783,8.790162135,2315.02614,4.942765163,15.16855299,0.859641477,22.91054986,12.45351806,16.67005259,10.20971879,7.629313464,37.54638094,469.4812463
1190,2012,SE46,151,974,4.613479316,7.744533741,2078.187692,4.800643676,18.66110795,0.836037102,22.94242757,12.86103754,15.77370928,8.972138849,8.054333593,30.32622706,465.6568359
1191,2013,SE46,183,1105,3.89615336,7.510481852,1974.377485,5.513895281,5.064085537,0.903126884,22.98445817,13.24523916,14.87736596,9.05946299,7.90254069,39.37684249,495.9860734
1192,2014,SE46,183,1195,3.851050431,8.978963889,2097.219448,5.683632442,10.94062593,1.444894284,23.05784944,13.45679183,16.57045889,8.42699392,8.570429465,28.3940732,490.0332954
1193,2015,SE46,192,1242,3.900385058,9.35649011,2381.214576,6.835565238,15.14788579,1.653018921,23.09735315,13.56149261,13.31706463,7.361841301,9.339513509,26.05515011,493.2258467
1194,2016,SE46,195,1235,4.035294787,10.84411134,2415.990832,6.404248561,16.97467129,1.553071326,23.02249754,13.82623501,15.77370928,10.49299225,10.63481295,26.36022704,487.1733015
1195,2017,SE46,239,1331,4.226121404,11.7476114,2444.897552,5.714203657,21.49054822,1.869343264,22.81402229,14.07827642,12.71950242,10.03002287,10.43242241,29.6143809,491.3302694
1196,2011,SE47,85,496,5.100173361,7.631987198,2208.116277,7.902458564,48.53635624,0.516287065,19.38337163,21.83919501,19.35908254,9.477003625,9.85560938,21.78407317,327.7120145
1197,2012,SE47,91,528,5.421789182,7.748206845,2158.854713,6.704680979,27.67037712,0.951843592,19.52288645,22.3105206,14.87736596,8.426388204,9.329393982,19.03838085,378.859347
1198,2013,SE47,83,556,4.460928989,8.997643568,2070.910314,7.157461712,17.2236486,0.95687529,19.59920931,22.56630142,13.68224154,8.513611392,10.01752181,15.37745775,364.2933316
1199,2014,SE47,91,545,4.733295734,10.9147951,1936.86935,6.67705372,34.70301232,1.184956421,19.6417157,22.84548497,21.84892509,7.752932311,10.16931471,19.85191931,400.1097667
1200,2015,SE47,108,551,4.821514176,15.38277006,2101.67539,8.505668246,7.390274916,1.656905713,19.75720691,22.89581543,12.45391922,8.144931896,10.6145739,1.140534599,414.6757821
1201,2016,SE47,106,628,4.88508526,14.88226856,2168.497701,8.375805429,40.35096365,1.511194506,19.76392193,22.91316517,21.68293559,10.66713577,11.87951476,27.68222705,406.7276595
1202,2017,SE47,110,619,4.635026502,18.46421629,2461.769116,8.375805429,57.16793497,1.508790117,19.82110559,23.09896487,23.34283062,9.997516079,12.55752306,26.66530396,404.599292
1203,2011,SE48,134,902,5.397360273,11.20680223,2064.227655,9.160734242,20.47032728,0.946128573,19.57823418,20.50618428,16.37127149,9.321536367,7.679911098,23.91961164,368.516811
1204,2012,SE48,136,888,5.219716686,11.19880321,2283.736102,7.707976077,23.07082294,1.029476996,19.59585767,21.0267648,24.13958023,8.319883037,7.973377378,20.15699624,393.4586181
1205,2014,SE48,181,996,4.373572895,14.8019362,2188.793529,7.959643124,38.26476799,1.630321596,19.50062243,21.83279428,27.8245472,7.629265174,8.580548992,20.15699624,397.1832613
1206,2015,SE48,176,1017,4.390124472,17.7344827,2289.283343,9.057359604,9.996752171,1.828887702,19.49173706,21.89120194,19.06030144,8.468283601,9.329393982,18.428227,402.1051113
1207,2016,SE48,175,1084,4.482606184,19.55854687,2027.426245,9.164428176,36.77198836,1.766088518,19.35603893,22.07856611,15.27574077,10.6903549,9.521664993,16.80115007,372.008664
1208,2017,SE48,174,1097,4.700408307,23.33319492,2370.175136,8.868694646,31.89867929,2.459136993,19.31631876,22.07510322,13.58264784,9.922205317,10.88780112,18.22484238,418.5999597
1209,2011,SE49,550,2919,4.736361877,13.17798334,2559.399033,4.962261321,11.86725769,0.938550262,24.26741999,11.08228494,18.06436442,10.20568068,6.506045979,22.90268856,439.7173565
1210,2012,SE49,537,2926,4.99461191,11.04383145,2017.459803,5.368530118,15.56004208,0.782933305,24.36965741,11.58047565,18.46273923,9.475590286,6.657838882,19.03838085,443.9408358
1211,2013,SE49,573,3103,4.379952359,11.29410307,2185.180189,6.216711195,22.88578919,1.153938404,24.52032427,11.95804951,20.85298807,9.666592917,6.607241248,18.83499623,447.7319905
1212,2014,SE49,632,3265,4.552544632,12.45114738,2037.046768,5.885684405,33.32053619,1.763530037,24.5578624,12.31785336,20.05623846,9.248850377,7.18405428,17.91976546,426.1490134
1213,2017,SE49,745,3553,4.700833285,19.47484426,2364.952617,6.798559934,21.38472953,2.166943165,24.7441788,13.3118494,17.76558331,10.41616719,8.712102841,13.14022697,478.3605297
1214,2011,SE50,101,944,4.380559836,4.495864479,1872.464888,8.081773177,19.64838694,0.309558198,22.15131096,19.54782694,15.17614707,9.335568802,9.956804649,26.36022704,522.7569464
1215,2012,SE50,94,924,4.530625751,4.473128093,1793.945758,7.643985738,11.20121473,0.315541857,22.15590168,20.1792205,20.55420697,8.278391451,9.218079186,23.71622703,509.3216263
